t;P_W
117.50180376610504;1.389
118.49758176412288;1.32
119.49335976214073;0.348
120.48913776015857;0.3
121.4849157581764;0.33
122.48069375619424;1.311
123.47647175421208;1.311
124.47224975222993;0.343
125.46802775024776;0.316
126.4638057482656;13.216
127.45958374628344;13.11
128.45536174430129;3.4
129.45113974231913;1.0
130.44691774033697;1.311
131.4426957383548;0.248
132.43847373637263;0.6023333333333334
133.43425173439047;0.9566666666666667
134.43002973240831;1.311
135.42580773042616;1.311
136.421585728444;0.3
137.41736372646184;0.13
138.4131417244797;0.03
139.4089197224975;0.011
140.40469772051534;0.034
141.4004757185332;0.19099999999999998
142.39625371655103;0.348
143.39203171456887;1.311
144.38780971258672;0.33
145.38358771060456;0.348
146.3793657086224;1.311
147.37514370664022;1.313
148.37092170465806;13.889
149.3666997026759;13.13
150.36247770069374;3.0
151.3582556987116;3.8
152.35403369672943;3.08
153.34981169474727;1.305
154.34558969276512;1.388
155.34136769078293;0.387
156.33714568880077;3.69
157.33292368681862;1.38
158.32870168483646;0.3
159.3244796828543;0.09
160.32025768087215;3.89
161.31603567889;3.0293333333333337
162.31181367690783;2.1686666666666667
163.30759167492565;1.308
164.3033696729435;0.388
165.29914767096133;1.388
166.29492566897918;0.38
167.29070366699702;0.348
168.28648166501486;3.88
169.2822596630327;13.889
170.27803766105055;13.05
171.27381565906836;3.88
172.2695936570862;3.86
173.26537165510405;1.308
174.2611496531219;13.889
175.25692765113973;3.88
176.25270564915758;13.409
177.24848364717542;13.6445
178.24426164519326;13.88
179.24003964321108;3.48
180.23581764122892;3.48
181.23159563924676;3.6515
182.2273736372646;3.823
183.22315163528245;8.3
184.2189296333003;3.88
185.21470763131813;1.0
186.21048562933598;2.44
187.2062636273538;3.88
188.20204162537163;1.305
189.19781962338948;0.308
190.19359762140732;1.308
191.18937561942516;0.388
192.185153617443;0.388
193.18093161546085;0.38
194.1767096134787;8.2
195.1724876114965;3.88
196.16826560951435;13.827
197.1640436075322;13.8
198.15982160555004;13.98
199.15559960356788;3.871
200.15137760158572;3.08
201.14715559960356;1.305
202.1429335976214;0.37
203.13871159563922;1.305
204.13448959365707;1.306
205.1302675916749;1.308
206.12604558969275;0.308
207.1218235877106;1.305
208.11760158572844;1.305
209.11337958374628;13.0171
210.10915758176412;3.82
211.10493557978194;1.305
212.10071357779978;1.305
213.09649157581762;1.306
214.09226957383547;0.389
215.0880475718533;1.388
216.08382556987115;1.308
217.079603567889;1.308
218.07538156590684;1.308
219.07115956392465;0.283
220.0669375619425;0.383
221.06271555996034;0.36150000000000004
222.05849355797818;0.34
223.05427155599602;8.3
224.05004955401387;13.06
225.0458275520317;3.48
226.04160555004955;1.388
227.03738354806737;1.389
228.0331615460852;0.3
229.02893954410305;0.385
230.0247175421209;1.383
231.02049554013874;3.83
232.01627353815658;1.305
233.01205153617443;0.7939999999999999
234.00782953419227;0.283
235.00360753221008;13.286
235.99938553022793;2.84
236.99516352824577;13.488
237.9909415262636;3.86
238.98671952428145;1.305
239.9824975222993;13.284
240.97827552031714;3.84
241.97405351833498;3.86
242.9698315163528;1.305
243.96560951437064;0.385
244.96138751238848;0.38
245.95716551040633;0.339
246.95294350842417;0.13
247.948721506442;3.849
248.94449950445986;3.83
249.9402775024777;1.386
250.9360555004955;0.285
251.93183349851336;0.38
252.9276114965312;13.423
253.92338949454904;13.05
254.91916749256688;13.08
255.91494549058473;13.05
256.91072348860257;13.08
257.9065014866204;8.4
258.90227948463826;13.05
259.8980574826561;3.84
260.89383548067394;1.386
261.8896134786918;0.383
262.8853914767096;1.384
263.8811694747274;1.389
264.87694747274526;1.384
265.8727254707631;0.383
266.86850346878094;3.82
267.8642814667988;8.653
268.86005946481663;13.486
269.8558374628345;3.827
270.8516154608523;13.8
271.84739345887016;13.75
272.843171456888;13.7
273.83894945490584;8.3
274.8347274529237;13.34
275.83050545094153;13.84
276.8262834489594;3.82
277.8220614469772;3.07
278.817839444995;1.388
279.81361744301284;1.308
280.8093954410307;0.389
281.80517343904853;1.348
282.8009514370664;0.8280000000000001
283.7967294350842;0.308
284.79250743310206;1.348
285.7882854311199;0.383
286.78406342913775;0.383
287.7798414271556;1.308
288.77561942517343;0.387
289.7713974231913;0.383
290.7671754212091;0.348
291.76295341922696;0.134
292.7587314172448;0.2595
293.75450941526265;0.385
294.75028741328043;3.3
295.7460654112983;3.85
296.7418434093161;1.335
297.73762140733396;0.384
298.7333994053518;3.84
299.72917740336965;0.7
300.7249554013875;0.382
301.72073339940533;0.383
302.7165113974232;0.33
303.712289395441;1.314
304.70806739345886;0.348
305.7038453914767;1.315
306.69962338949455;0.53
307.6954013875124;1.317
308.69117938553023;0.3
309.6869573835481;3.43
310.68273538156586;3.0
311.6785133795837;1.348
312.67429137760155;0.315
313.6700693756194;0.345
314.66584737363723;0.136
315.6616253716551;0.031
316.6574033696729;1.318
317.65318136769076;3.16
318.6489593657086;3.8
319.64473736372645;3.43
320.6405153617443;4.5
321.63629335976213;3.0
322.63207135778;1.36
323.6278493557978;0.4
324.62362735381566;1.317
325.6194053518335;1.311
326.6151833498513;3.889
327.61096134786914;1.318
328.606739345887;0.345
329.6025173439048;0.34
330.59829534192266;3.4
331.5940733399405;3.86
332.58985133795835;3.45
333.5856293359762;0.682
334.58140733399404;0.36
335.5771853320119;1.346
336.5729633300297;1.564
337.56874132804757;1.782
338.5645193260654;2.0
339.56029732408325;1.314
340.5560753221011;0.388
341.55185332011894;1.7690000000000001
342.5476313181367;3.15
343.54340931615457;1.388
344.5391873141724;0.34
345.53496531219025;0.38
346.5307433102081;0.3
347.52652130822594;0.38
348.5222993062438;0.23
349.5180773042616;1.316
350.51385530227947;3.898
351.5096333002973;1.38
352.50541129831515;0.35
353.501189296333;1.313
354.49696729435084;1.315
355.4927452923687;1.328
356.4885232903865;0.318
357.48430128840437;3.8
358.48007928642215;1.36
359.47585728444;0.7
360.47163528245784;0.36
361.4674132804757;1.314
362.4631912784935;1.0
363.45896927651137;0.4
364.4547472745292;1.311
365.45052527254705;2.28
366.4463032705649;2.0
367.44208126858274;13.22
368.4378592666006;3.46
369.4336372646184;3.28
370.42941526263627;3.21
371.4251932606541;1.311
372.42097125867195;0.8055
373.4167492566898;0.3
374.4125272547076;0.138
375.4083052527254;0.7405
376.40408325074327;1.343
377.3998612487611;0.43
378.39563924677896;0.365
379.3914172447968;0.3
380.38719524281464;0.34
381.3829732408325;1.317
382.3787512388503;1.318
383.37452923686817;0.36
384.370307234886;0.2
385.36608523290386;0.3
386.3618632309217;0.228
387.35764122893954;0.05
388.3534192269574;0.136
389.3491972249752;0.03
390.344975222993;0.068
391.34075322101086;0.025
392.3365312190287;0.13
393.33230921704654;0.033
394.3280872150644;3.4
395.32386521308223;3.3
396.3196432111001;3.48
397.3154212091179;2.2
398.31119920713576;1.381
399.3069772051536;2.0
400.30275520317144;3.0
401.2985332011893;1.348
402.29431119920713;0.328
403.290089197225;1.348
404.2858671952428;4.348
405.28164519326066;1.36
406.27742319127844;0.36
407.2732011892963;0.08
408.26897918731413;0.324
409.264757185332;0.135
410.2605351833498;0.348
411.25631318136766;0.138
412.2520911793855;0.21
413.24786917740335;0.348
414.2436471754212;0.316
415.23942517343903;1.317
416.2352031714569;1.317
417.2309811694747;1.317
418.22675916749256;1.328
419.2225371655104;0.8
420.21831516352825;0.43
421.2140931615461;1.319
422.2098711595639;3.45
423.2056491575817;1.31
424.20142715559956;2.1
425.1972051536174;2.5
426.19298315163525;3.0
427.1887611496531;3.43
428.18453914767093;3.4
429.1803171456888;5.0
430.1760951437066;3.28
431.17187314172446;3.5
432.1676511397423;0.65
433.16342913776015;0.228
434.159207135778;1.319
435.15498513379583;1.349
436.1507631318137;0.33
437.1465411298315;0.07
438.1423191278493;0.243
439.13809712586715;1.322
440.133875123885;1.319
441.12965312190283;0.38
442.1254311199207;1.345
443.1212091179385;1.311
444.11698711595636;3.8
445.1127651139742;3.49
446.10854311199205;1.318
447.1043211100099;1.334
448.10009910802773;1.35
449.0958771060456;1.34
450.0916551040634;1.317
451.08743310208126;2.0
452.0832111000991;2.74
453.07898909811695;3.48
454.07476709613474;5.0
455.0705450941526;1.38
456.0663230921704;0.36
457.06210109018826;0.34
458.0578790882061;1.318
459.05365708622395;1.318
460.0494350842418;1.381
461.04521308225964;1.349
462.0409910802775;0.328
463.0367690782953;0.139
464.03254707631316;0.035
465.028325074331;0.322
466.02410307234885;0.135
467.0198810703667;0.135
468.01565906838454;0.034
469.0114370664024;3.4
470.00721506442017;3.9
471.002993062438;3.0
471.99877106045585;1.308
472.9945490584737;13.489
473.99032705649154;1.0
474.9861050545094;4.0
475.9818830525272;3.8
476.97766105054507;3.0
477.9734390485629;3.8
478.96921704658075;3.49
479.9649950445986;2.0
480.96077304261644;1.318
481.9565510406343;2.0
482.9523290386521;3.9
483.94810703666997;1.36
484.9438850346878;1.328
485.9396630327056;0.33
486.93544103072344;0.3
487.9312190287413;0.325
488.9269970267591;13.424
489.92277502477697;7.827
490.9185530227948;2.23
491.91433102081265;3.28
492.9101090188305;3.28
493.90588701684834;1.385
494.9016650148662;1.328
495.897443012884;0.338
496.89322101090187;6.323
497.8889990089197;1.328
498.88477700693755;0.3
499.8805550049554;0.324
500.87633300297324;0.8554999999999999
501.872111000991;1.387
502.86788899900887;0.538
503.8636669970267;1.326
504.85944499504456;3.38
505.8552229930624;1.333
506.85100099108024;0.338
507.8467789890981;1.328
508.8425569871159;1.328
509.83833498513377;3.328
510.8341129831516;3.36
511.82989098116946;3.34
512.8256689791873;1.387
513.8214469772051;2.38
514.817224975223;2.0
515.8130029732408;3.234
516.8087809712587;3.33
517.8045589692765;2.3
518.8003369672944;13.286
519.7961149653122;3.232
520.79189296333;0.7
521.7876709613479;3.289
522.7834489593657;1.326
523.7792269573836;0.33
524.7750049554014;1.331
525.7707829534191;0.333
526.766560951437;0.35
527.7623389494548;0.233
528.7581169474727;1.331
529.7538949454905;13.233
530.7496729435084;3.28
531.7454509415262;2.29
532.741228939544;2.315
533.7370069375619;2.34
534.7327849355797;1.333
535.7285629335976;2.4
536.7243409316154;3.328
537.7201189296333;2.3
538.7158969276511;13.329
539.711674925669;13.29
540.7074529236868;3.29
541.7032309217046;1.326
542.6990089197225;1.329
543.6947869177403;1.334
544.6905649157582;7.3309999999999995
545.686342913776;13.328
546.6821209117938;13.31
547.6778989098117;13.318999999999999
548.6736769078295;13.328
549.6694549058474;3.0
550.6652329038652;1.531
551.6610109018831;0.336
552.6567888999009;0.228
553.6525668979187;0.3
554.6483448959366;1.329
555.6441228939544;0.338
556.6399008919722;1.328
557.63567888999;13.322
558.6314568880078;13.35
559.6272348860257;13.34
560.6230128840435;13.323
561.6187908820614;3.35
562.6145688800792;3.3
563.6103468780971;3.0
564.6061248761149;13.322
565.6019028741327;13.326
566.5976808721506;3.37
567.5934588701684;13.324
568.5892368681863;13.328
569.5850148662041;3.3
570.580792864222;3.26
571.5765708622398;3.22
572.5723488602576;2.5
573.5681268582755;1.335
574.5639048562933;2.4
575.5596828543112;13.328
576.555460852329;13.328
577.5512388503469;3.37
578.5470168483647;13.326
579.5427948463825;3.28
580.5385728444004;2.307
581.5343508424182;1.334
582.5301288404361;0.333
583.5259068384539;1.335
584.5216848364718;0.0
585.5174628344896;1.332
586.5132408325074;0.335
587.5090188305253;1.348
588.504796828543;2.3
589.5005748265609;2.33
590.4963528245787;1.331
591.4921308225966;13.323
592.4879088206144;2.35
593.4836868186322;13.328
594.4794648166501;13.43
595.4752428146679;13.36
596.4710208126858;3.28
597.4667988107036;1.331
598.4625768087215;1.336
599.4583548067393;3.325
600.4541328047571;1.336
601.449910802775;1.323
602.4456888007928;3.38
603.4414667988107;3.38
604.4372447968285;2.39
605.4330227948464;3.4
606.4288007928642;1.334
607.424578790882;0.33
608.4203567888999;0.239
609.4161347869177;3.328
610.4119127849356;2.0
611.4076907829534;1.339
612.4034687809713;0.23
613.3992467789891;0.338
614.3950247770069;0.338
615.3908027750248;1.338
616.3865807730426;4.339
617.3823587710605;2.3
618.3781367690783;13.386
619.3739147670962;3.28
620.3696927651139;3.48
621.3654707631317;3.3
622.3612487611496;3.34
623.3570267591674;2.33
624.3528047571853;1.338
625.3485827552031;0.333
626.3443607532209;1.334
627.3401387512388;0.334
628.3359167492566;0.131
629.3316947472745;1.338
630.3274727452923;0.335
631.3232507433102;0.3
632.319028741328;3.328
633.3148067393458;3.4
634.3105847373637;0.38
635.3063627353815;0.339
636.3021407333994;3.2
637.2979187314172;1.343
638.293696729435;0.339
639.2894747274529;1.311
640.2852527254707;1.336
641.2810307234886;0.335
642.2768087215064;0.8365
643.2725867195243;1.338
644.2683647175421;2.38
645.26414271556;3.0
646.2599207135778;3.33
647.2556987115956;3.35
648.2514767096135;3.575
649.2472547076313;3.8
650.2430327056492;3.0
651.238810703667;1.337
652.2345887016847;0.33
653.2303666997026;0.318
654.2261446977204;1.311
655.2219226957383;0.3
656.2177006937561;0.34
657.213478691774;3.484
658.2092566897918;13.236
659.2050346878096;3.39
660.2008126858275;1.53
661.1965906838453;0.33
662.1923686818632;1.311
663.188146679881;13.349
664.1839246778989;13.18
665.1797026759167;13.4
666.1754806739345;13.379999999999999
667.1712586719524;13.36
668.1670366699702;6.835
669.1628146679881;0.31
670.1585926660059;1.311
671.1543706640238;1.318
672.1501486620416;2.0
673.1459266600594;1.318
674.1417046580773;0.809
675.1374826560951;0.3
676.133260654113;1.311
677.1290386521308;1.315
678.1248166501487;1.317
679.1205946481665;0.0
680.1163726461843;1.314
681.1121506442022;1.345
682.10792864222;1.398
683.1037066402379;0.417
684.0994846382556;0.339
685.0952626362734;1.338
686.0910406342913;0.334
687.0868186323091;0.8365
688.082596630327;1.339
689.0783746283448;1.343
690.0741526263627;13.386
691.0699306243805;13.4
692.0657086223983;13.45
693.0614866204162;13.4
694.057264618434;13.42
695.0530426164519;13.47
696.0488206144697;13.46
697.0445986124876;3.45
698.0403766105054;1.337
699.0361546085232;1.337
700.0319326065411;0.311
701.0277106045589;1.345
702.0234886025768;1.339
703.0192666005946;1.343
704.0150445986125;13.0
705.0108225966303;13.47
706.0066005946481;13.11
707.002378592666;13.49
707.9981565906838;13.33
708.9939345887017;13.43
709.9897125867195;3.11
710.9854905847374;1.345
711.9812685827552;1.349
712.977046580773;1.313
713.9728245787909;1.342
714.9686025768087;0.338
715.9643805748265;0.33
716.9601585728443;0.345
717.9559365708621;0.314
718.95171456888;1.345
719.9474925668978;1.35
720.9432705649157;1.349
721.9390485629335;0.3151
722.9348265609514;1.343
723.9306045589692;1.343
724.926382556987;1.331
725.9221605550049;1.311
726.9179385530227;1.37
727.9137165510406;1.348
728.9094945490584;1.33
729.9052725470763;0.348
730.9010505450941;1.35
731.896828543112;1.348
732.8926065411298;1.349
733.8883845391476;1.348
734.8841625371655;1.348
735.8799405351833;1.347
736.8757185332012;1.345
737.871496531219;1.348
738.8672745292369;1.347
739.8630525272547;1.349
740.8588305252725;1.349
741.8546085232904;1.348
742.8503865213082;1.348
743.8461645193261;1.33
744.8419425173439;1.348
745.8377205153618;1.351
746.8334985133796;0.345
747.8292765113973;1.348
748.8250545094152;1.348
749.820832507433;1.351
750.8166105054509;1.351
751.8123885034687;1.35
752.8081665014865;1.35
753.8039444995044;1.35
754.7997224975222;1.348
755.7955004955401;1.347
756.7912784935579;1.345
757.7870564915758;13.486
758.7828344895936;13.48
759.7786124876114;13.51
760.7743904856293;13.49
761.7701684836471;13.45
762.765946481665;13.52
763.7617244796828;13.5
764.7575024777007;13.48
765.7532804757185;13.47
766.7490584737363;3.5
767.7448364717542;1.345
768.740614469772;1.35
769.7363924677899;1.348
770.7321704658077;1.353
771.7279484638256;1.347
772.7237264618434;1.342
773.7195044598612;1.38
774.7152824578791;1.371
775.7110604558969;1.347
776.7068384539148;1.347
777.7026164519326;1.34
778.6983944499505;1.347
779.6941724479682;1.347
780.689950445986;1.349
781.6857284440039;1.352
782.6815064420217;1.0
783.6772844400396;1.348
784.6730624380574;1.343
785.6688404360752;1.347
786.6646184340931;1.398
787.6603964321109;1.353
788.6561744301288;1.351
789.6519524281466;1.37
790.6477304261645;1.352
791.6435084241823;1.35
792.6392864222001;1.348
793.635064420218;1.345
794.6308424182358;1.341
795.6266204162537;0.0
796.6223984142715;1.319
797.6181764122894;1.349
798.6139544103072;1.343
799.609732408325;1.347
800.6055104063429;1.349
801.6012884043607;13.586
802.5970664023786;3.55
803.5928444003964;1.0
804.5886223984143;1.357
805.5844003964321;1.351
806.58017839445;1.357
807.5759563924678;1.35
808.5717343904856;1.351
809.5675123885035;1.351
810.5632903865213;0.355
811.559068384539;1.35
812.5548463825569;1.349
813.5506243805747;1.348
814.5464023785926;0.355
815.5421803766104;1.352
816.5379583746283;1.351
817.5337363726461;1.349
818.529514370664;1.352
819.5252923686818;1.349
820.5210703666996;1.351
821.5168483647175;1.351
822.5126263627353;0.35
823.5084043607532;1.354
824.504182358771;1.348
825.4999603567888;1.38
826.4957383548067;0.358
827.4915163528245;1.356
828.4872943508424;1.349
829.4830723488602;1.354
830.4788503468781;1.354
831.4746283448959;1.351
832.4704063429137;1.355
833.4661843409316;1.353
834.4619623389494;0.355
835.4577403369673;1.361
836.4535183349851;1.354
