"Time (s) Run #1";"Temperature 1, Ch 2 (°C) Run #1";"Temperature 2, Ch 2 (°C) Run #1";"Temperature 3, Ch 2 (°C) Run #1";"Temperature 1, Ch 1 (°C) Run #1";"Temperature 2, Ch 1 (°C) Run #1";"Temperature 3, Ch 1 (°C) Run #1";"Time (s) Run #2";"Temperature 1, Ch 1 (°C) Run #2";"Temperature 2, Ch 1 (°C) Run #2";"Temperature 3, Ch 1 (°C) Run #2";"Force Beam 1 (N) Run #2";"Force Beam 2 (N) Run #2";"Force Beam 3 (N) Run #2";"Force Beam 4 (N) Run #2";"Normal Force (N) Run #2";"Parallel Force (N) Run #2";"Time (s) Run #3";"Temperature 1, Ch 1 (°C) Run #3";"Temperature 2, Ch 1 (°C) Run #3";"Temperature 3, Ch 1 (°C) Run #3";"Force Beam 1 (N) Run #3";"Force Beam 2 (N) Run #3";"Force Beam 3 (N) Run #3";"Force Beam 4 (N) Run #3";"Normal Force (N) Run #3";"Parallel Force (N) Run #3";"Time (s) Run #4";"Temperature 1, Ch 1 (°C) Run #4";"Temperature 2, Ch 1 (°C) Run #4";"Temperature 3, Ch 1 (°C) Run #4";"Force Beam 1 (N) Run #4";"Force Beam 2 (N) Run #4";"Force Beam 3 (N) Run #4";"Force Beam 4 (N) Run #4";"Normal Force (N) Run #4";"Parallel Force (N) Run #4";"Time (s) Run #5";"Temperature 1, Ch 2 (°C) Run #5";"Temperature 2, Ch 2 (°C) Run #5";"Temperature 3, Ch 2 (°C) Run #5";"Temperature 1, Ch 1 (°C) Run #5";"Temperature 2, Ch 1 (°C) Run #5";"Temperature 3, Ch 1 (°C) Run #5";"Time (s) Run #6";"Temperature 1, Ch 2 (°C) Run #6";"Temperature 2, Ch 2 (°C) Run #6";"Temperature 3, Ch 2 (°C) Run #6";"Temperature 1, Ch 1 (°C) Run #6";"Temperature 2, Ch 1 (°C) Run #6";"Temperature 3, Ch 1 (°C) Run #6"
93,500;20,41;31,57;29,01;17,95;12,31;16,47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;93,500;12,58;27,73;24,34;13,08;10,31;8,76
93,550;20,41;31,56;29,01;17,95;12,31;16,46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;93,550;12,59;27,73;24,34;13,08;10,30;8,76
93,600;20,41;31,56;29,01;17,95;12,31;16,46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;93,600;12,59;27,74;24,34;13,07;10,30;8,76
93,650;20,41;31,56;29,01;17,95;12,30;16,45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;93,650;12,59;27,73;24,34;13,07;10,30;8,76
93,700;20,41;31,55;29,01;17,95;12,31;16,45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;93,700;12,59;27,74;24,33;13,07;10,30;8,76
93,750;20,41;31,55;29,01;17,95;12,31;16,45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;93,750;12,60;27,74;24,33;13,07;10,30;8,76
93,800;20,41;31,55;29,01;17,95;12,31;16,44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;93,800;12,59;27,74;24,33;13,07;10,30;8,76
93,850;20,41;31,54;29,01;17,94;12,30;16,44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;93,850;12,60;27,74;24,33;13,07;10,30;8,77
93,900;20,41;31,54;29,00;17,95;12,30;16,43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;93,900;12,60;27,74;24,33;13,07;10,30;8,76
93,950;20,41;31,54;29,00;17,94;12,30;16,43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;93,950;12,60;27,74;24,33;13,07;10,30;8,77
94,000;20,41;31,54;29,00;17,94;12,30;16,42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;94,000;12,60;27,74;24,33;13,07;10,30;8,77
94,050;20,41;31,53;29,00;17,94;12,30;16,42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;94,050;12,60;27,75;24,33;13,07;10,29;8,77
94,100;20,41;31,53;29,00;17,94;12,30;16,41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;94,100;12,60;27,75;24,33;13,07;10,29;8,77
94,150;20,41;31,53;29,00;17,94;12,30;16,41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;94,150;12,60;27,75;24,33;13,07;10,29;8,77
94,200;20,42;31,52;29,00;17,94;12,30;16,41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;94,200;12,60;27,75;24,33;13,07;10,29;8,77
94,250;20,42;31,52;29,00;17,94;12,30;16,40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;94,250;12,60;27,75;24,32;13,07;10,29;8,77
94,300;20,42;31,52;28,99;17,94;12,30;16,40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;94,300;12,60;27,75;24,32;13,07;10,29;8,77
94,350;20,42;31,51;28,99;17,94;12,30;16,39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;94,350;12,60;27,76;24,32;13,07;10,29;8,78
94,400;20,42;31,51;28,99;17,94;12,30;16,39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;94,400;12,61;27,76;24,32;13,07;10,29;8,78
94,450;20,42;31,51;28,99;17,94;12,30;16,38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;94,450;12,60;27,76;24,32;13,07;10,29;8,78
94,500;20,42;31,51;28,99;17,94;12,30;16,38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;94,500;12,60;27,76;24,32;13,07;10,28;8,78
94,550;20,42;31,50;28,99;17,93;12,30;16,37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;94,550;12,61;27,76;24,32;13,07;10,28;8,78
94,600;20,42;31,50;28,99;17,94;12,29;16,37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;94,600;12,61;27,76;24,32;13,07;10,28;8,79
94,650;20,42;31,50;28,99;17,93;12,30;16,36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;94,650;12,61;27,76;24,32;13,07;10,28;8,79
94,700;20,42;31,49;28,99;17,93;12,29;16,36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;94,700;12,61;27,77;24,32;13,06;10,28;8,79
94,750;20,42;31,49;28,99;17,93;12,30;16,35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;94,750;12,61;27,77;24,32;13,07;10,27;8,79
94,800;20,42;31,49;28,99;17,93;12,30;16,35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;94,800;12,61;27,77;24,31;13,07;10,27;8,80
94,850;20,42;31,48;28,99;17,93;12,30;16,35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;94,850;12,61;27,77;24,32;13,07;10,27;8,80
94,900;20,43;31,48;28,99;17,93;12,30;16,34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;94,900;12,61;27,77;24,32;13,07;10,27;8,81
94,950;20,43;31,48;28,99;17,93;12,29;16,33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;94,950;12,61;27,77;24,31;13,06;10,26;8,80
95,000;20,43;31,48;29,00;17,93;12,30;16,33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;95,000;12,61;27,78;24,31;13,06;10,26;8,81
95,050;20,43;31,47;29,00;17,92;12,30;16,32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;95,050;12,61;27,78;24,31;13,06;10,26;8,81
95,100;20,43;31,47;28,99;17,93;12,29;16,32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;95,100;12,61;27,78;24,31;13,06;10,26;8,81
95,150;20,43;31,47;29,00;17,93;12,30;16,31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;95,150;12,61;27,78;24,31;13,06;10,26;8,81
95,200;20,43;31,47;29,00;17,93;12,30;16,31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;95,200;12,61;27,78;24,31;13,06;10,26;8,81
95,250;20,43;31,47;29,00;17,92;12,29;16,31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;95,250;12,61;27,78;24,31;13,06;10,25;8,81
95,300;20,43;31,47;29,00;17,93;12,30;16,30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;95,300;12,61;27,78;24,31;13,06;10,25;8,82
95,350;20,43;31,47;29,00;17,92;12,30;16,30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;95,350;12,62;27,78;24,30;13,06;10,25;8,82
95,400;20,43;31,47;29,00;17,92;12,29;16,29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;95,400;12,61;27,79;24,30;13,06;10,24;8,82
95,450;20,43;31,46;29,01;17,92;12,29;16,29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;95,450;12,62;27,79;24,30;13,06;10,24;8,82
95,500;20,43;31,46;29,01;17,92;12,30;16,28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;95,500;12,62;27,79;24,30;13,06;10,24;8,82
95,550;20,43;31,46;29,01;17,92;12,29;16,28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;95,550;12,62;27,79;24,30;13,06;10,24;8,82
95,600;20,44;31,46;29,01;17,92;12,30;16,27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;95,600;12,62;27,79;24,30;13,06;10,23;8,82
95,650;20,44;31,47;29,01;17,92;12,29;16,27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;95,650;12,62;27,79;24,30;13,06;10,23;8,82
95,700;20,44;31,47;29,02;17,92;12,30;16,26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;95,700;12,62;27,79;24,30;13,06;10,23;8,83
95,750;20,44;31,47;29,02;17,92;12,30;16,26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;95,750;12,62;27,79;24,30;13,06;10,23;8,83
95,800;20,44;31,47;29,02;17,92;12,30;16,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;95,800;12,62;27,80;24,29;13,06;10,22;8,83
95,850;20,44;31,47;29,03;17,92;12,29;16,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;95,850;12,62;27,80;24,29;13,06;10,22;8,83
95,900;20,44;31,47;29,03;17,92;12,29;16,24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;95,900;12,62;27,80;24,29;13,06;10,22;8,83
95,950;20,44;31,47;29,03;17,91;12,29;16,24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;95,950;12,62;27,80;24,29;13,06;10,21;8,83
96,000;20,44;31,47;29,03;17,91;12,29;16,23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;96,000;12,62;27,80;24,29;13,06;10,21;8,83
96,050;20,44;31,47;29,04;17,91;12,29;16,23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;96,050;12,62;27,80;24,29;13,06;10,21;8,83
96,100;20,44;31,47;29,04;17,92;12,29;16,22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;96,100;12,62;27,80;24,29;13,06;10,21;8,83
96,150;20,44;31,47;29,04;17,91;12,29;16,22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;96,150;12,63;27,80;24,28;13,06;10,20;8,83
96,200;20,44;31,47;29,04;17,91;12,29;16,21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;96,200;12,62;27,81;24,28;13,05;10,20;8,83
96,250;20,44;31,47;29,04;17,91;12,29;16,20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;96,250;12,62;27,81;24,28;13,06;10,20;8,83
96,300;20,44;31,47;29,05;17,91;12,29;16,20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;96,300;12,63;27,81;24,28;13,06;10,20;8,84
96,350;20,44;31,47;29,05;17,91;12,29;16,19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;96,350;12,63;27,81;24,28;13,05;10,19;8,84
96,400;20,45;31,47;29,05;17,91;12,29;16,18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;96,400;12,62;27,81;24,28;13,05;10,19;8,84
96,450;20,45;31,46;29,05;17,91;12,29;16,18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;96,450;12,63;27,81;24,28;13,05;10,19;8,83
96,500;20,45;31,46;29,05;17,91;12,29;16,17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;96,500;12,63;27,81;24,27;13,06;10,19;8,84
96,550;20,45;31,46;29,05;17,91;12,29;16,16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;96,550;12,63;27,81;24,27;13,05;10,19;8,84
96,600;20,45;31,46;29,05;17,91;12,29;16,16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;96,600;12,63;27,81;24,27;13,05;10,19;8,84
96,650;20,45;31,46;29,05;17,91;12,29;16,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;96,650;12,63;27,82;24,27;13,05;10,18;8,84
96,700;20,45;31,46;29,05;17,91;12,29;16,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;96,700;12,63;27,82;24,27;13,05;10,18;8,84
96,750;20,45;31,46;29,05;17,90;12,29;16,14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;96,750;12,63;27,82;24,27;13,05;10,18;8,84
96,800;20,45;31,45;29,05;17,90;12,29;16,14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;96,800;12,63;27,82;24,27;13,05;10,17;8,84
96,850;20,45;31,45;29,05;17,90;12,29;16,13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;96,850;12,63;27,82;24,27;13,05;10,18;8,84
96,900;20,45;31,45;29,05;17,90;12,28;16,12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;96,900;12,63;27,82;24,27;13,05;10,17;8,84
96,950;20,45;31,45;29,05;17,90;12,28;16,11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;96,950;12,63;27,82;24,27;13,05;10,17;8,84
97,000;20,45;31,45;29,05;17,90;12,28;16,11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;97,000;12,63;27,82;24,27;13,05;10,17;8,84
97,050;20,45;31,45;29,05;17,90;12,28;16,10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;97,050;12,64;27,82;24,27;13,05;10,17;8,84
97,100;20,45;31,45;29,05;17,90;12,28;16,10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;97,100;12,64;27,82;24,27;13,05;10,17;8,84
97,150;20,45;31,44;29,05;17,90;12,28;16,09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;97,150;12,64;27,82;24,26;13,05;10,17;8,84
97,200;20,46;31,44;29,05;17,90;12,28;16,09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;97,200;12,63;27,82;24,26;13,05;10,17;8,84
97,250;20,46;31,44;29,05;17,90;12,28;16,08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;97,250;12,64;27,82;24,26;13,05;10,17;8,84
97,300;20,45;31,44;29,05;17,90;12,28;16,07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;97,300;12,64;27,83;24,26;13,05;10,17;8,84
97,350;20,46;31,44;29,05;17,90;12,27;16,06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;97,350;12,64;27,83;24,26;13,05;10,17;8,84
97,400;20,46;31,44;29,05;17,90;12,28;16,06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;97,400;12,64;27,83;24,26;13,05;10,17;8,84
97,450;20,46;31,44;29,05;17,90;12,28;16,05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;97,450;12,64;27,83;24,26;13,04;10,17;8,84
97,500;20,46;31,44;29,05;17,90;12,28;16,04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;97,500;12,64;27,83;24,26;13,04;10,17;8,83
97,550;20,46;31,44;29,04;17,90;12,27;16,03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;97,550;12,64;27,83;24,26;13,05;10,17;8,84
97,600;20,46;31,44;29,05;17,90;12,27;16,03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;97,600;12,64;27,83;24,25;13,04;10,17;8,84
97,650;20,46;31,43;29,05;17,89;12,27;16,02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;97,650;12,64;27,83;24,25;13,05;10,17;8,83
97,700;20,46;31,43;29,04;17,89;12,27;16,01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;97,700;12,64;27,84;24,25;13,04;10,17;8,84
97,750;20,46;31,43;29,04;17,89;12,27;16,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;97,750;12,64;27,84;24,25;13,04;10,18;8,83
97,800;20,46;31,43;29,04;17,89;12,27;15,99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;97,800;12,65;27,84;24,25;13,05;10,18;8,83
97,850;20,47;31,43;29,04;17,89;12,26;15,98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;97,850;12,65;27,84;24,25;13,04;10,18;8,83
97,900;20,46;31,43;29,04;17,89;12,27;15,98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;97,900;12,65;27,85;24,25;13,04;10,18;8,83
97,950;20,47;31,43;29,04;17,89;12,26;15,96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;97,950;12,64;27,85;24,25;13,04;10,18;8,83
98,000;20,46;31,43;29,04;17,89;12,26;15,95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;98,000;12,65;27,85;24,25;13,04;10,19;8,83
98,050;20,47;31,43;29,04;17,89;12,26;15,94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;98,050;12,65;27,85;24,24;13,04;10,19;8,83
98,100;20,47;31,43;29,04;17,89;12,26;15,94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;98,100;12,65;27,85;24,24;13,04;10,18;8,83
98,150;20,47;31,43;29,04;17,89;12,26;15,92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;98,150;12,65;27,86;24,24;13,04;10,19;8,83
98,200;20,47;31,43;29,04;17,89;12,26;15,91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;98,200;12,65;27,86;24,24;13,04;10,19;8,83
98,250;20,47;31,43;29,04;17,89;12,26;15,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;98,250;12,65;27,86;24,24;13,04;10,19;8,83
98,300;20,47;31,43;29,04;17,88;12,26;15,89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;98,300;12,65;27,86;24,24;13,04;10,19;8,83
98,350;20,47;31,43;29,04;17,88;12,25;15,88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;98,350;12,65;27,87;24,24;13,04;10,19;8,83
98,400;20,47;31,43;29,04;17,89;12,25;15,86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;98,400;12,65;27,87;24,24;13,03;10,19;8,83
98,450;20,47;31,43;29,04;17,88;12,25;15,85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;98,450;12,65;27,87;24,24;13,03;10,19;8,83
98,500;20,47;31,43;29,04;17,88;12,25;15,84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;98,500;12,65;27,88;24,25;13,03;10,19;8,83
98,550;20,47;31,43;29,04;17,88;12,25;15,82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;98,550;12,65;27,88;24,25;13,04;10,19;8,82
98,600;20,47;31,43;29,04;17,88;12,25;15,81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;98,600;12,65;27,88;24,25;13,03;10,19;8,82
98,650;20,47;31,43;29,04;17,88;12,25;15,79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;98,650;12,65;27,88;24,25;13,03;10,19;8,82
98,700;20,47;31,43;29,04;17,88;12,25;15,78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;98,700;12,65;27,89;24,25;13,03;10,19;8,82
98,750;20,48;31,43;29,04;17,88;12,24;15,76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;98,750;12,66;27,89;24,25;13,03;10,18;8,82
98,800;20,48;31,43;29,04;17,88;12,24;15,74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;98,800;12,65;27,89;24,25;13,03;10,19;8,81
98,850;20,48;31,43;29,04;17,88;12,24;15,73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;98,850;12,65;27,90;24,25;13,03;10,18;8,81
98,900;20,48;31,43;29,04;17,88;12,24;15,71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;98,900;12,66;27,90;24,25;13,03;10,18;8,81
98,950;20,48;31,43;29,04;17,88;12,24;15,69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;98,950;12,66;27,90;24,25;13,03;10,18;8,81
99,000;20,48;31,43;29,04;17,88;12,24;15,68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99,000;12,66;27,90;24,26;13,03;10,18;8,81
99,050;20,48;31,43;29,04;17,88;12,24;15,66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99,050;12,66;27,90;24,26;13,03;10,18;8,81
99,100;20,48;31,43;29,04;17,87;12,24;15,64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99,100;12,66;27,91;24,26;13,03;10,18;8,81
99,150;20,48;31,43;29,05;17,87;12,24;15,63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99,150;12,66;27,91;24,26;13,03;10,18;8,80
99,200;20,48;31,43;29,05;17,87;12,24;15,61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99,200;12,66;27,91;24,26;13,03;10,18;8,81
99,250;20,48;31,42;29,05;17,87;12,24;15,59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99,250;12,66;27,92;24,26;13,03;10,18;8,81
99,300;20,48;31,42;29,05;17,87;12,23;15,57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99,300;12,66;27,92;24,26;13,03;10,18;8,80
99,350;20,49;31,42;29,05;17,87;12,23;15,55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99,350;12,66;27,92;24,26;13,03;10,18;8,80
99,400;20,48;31,42;29,05;17,87;12,23;15,53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99,400;12,66;27,92;24,26;13,02;10,17;8,80
99,450;20,49;31,42;29,06;17,87;12,23;15,51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99,450;12,66;27,92;24,26;13,03;10,18;8,81
99,500;20,48;31,42;29,06;17,87;12,23;15,50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99,500;12,66;27,92;24,26;13,03;10,18;8,80
99,550;20,49;31,42;29,06;17,87;12,23;15,47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99,550;12,66;27,93;24,26;13,02;10,17;8,81
99,600;20,49;31,43;29,06;17,87;12,23;15,45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99,600;12,66;27,93;24,26;13,02;10,17;8,81
99,650;20,49;31,42;29,06;17,87;12,23;15,43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99,650;12,66;27,93;24,26;13,02;10,17;8,81
99,700;20,49;31,43;29,06;17,87;12,22;15,41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99,700;12,67;27,94;24,26;13,02;10,17;8,81
99,750;20,49;31,43;29,06;17,87;12,22;15,39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99,750;12,67;27,94;24,26;13,02;10,17;8,81
99,800;20,49;31,43;29,06;17,87;12,22;15,37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99,800;12,67;27,94;24,27;13,02;10,17;8,82
99,850;20,49;31,43;29,06;17,86;12,22;15,35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99,850;12,67;27,94;24,27;13,02;10,17;8,82
99,900;20,49;31,43;29,06;17,86;12,22;15,33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99,900;12,67;27,94;24,26;13,02;10,17;8,82
99,950;20,49;31,43;29,06;17,87;12,22;15,31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99,950;12,67;27,95;24,26;13,02;10,17;8,83
100,000;20,49;31,43;29,06;17,86;12,22;15,29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100,000;12,67;27,95;24,26;13,02;10,17;8,83
100,050;20,50;31,43;29,06;17,86;12,22;15,27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100,050;12,67;27,95;24,27;13,02;10,17;8,83
100,100;20,49;31,43;29,06;17,86;12,22;15,24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100,100;12,67;27,96;24,26;13,02;10,16;8,83
100,150;20,50;31,43;29,06;17,86;12,22;15,22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100,150;12,67;27,96;24,27;13,02;10,16;8,83
100,200;20,50;31,43;29,06;17,86;12,22;15,20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100,200;12,67;27,96;24,26;13,02;10,16;8,84
100,250;20,50;31,44;29,06;17,86;12,21;15,18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100,250;12,67;27,96;24,27;13,02;10,16;8,83
100,300;20,50;31,44;29,06;17,86;12,22;15,16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100,300;12,67;27,97;24,26;13,02;10,16;8,84
100,350;20,50;31,44;29,06;17,86;12,21;15,14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100,350;12,67;27,97;24,27;13,02;10,15;8,84
100,400;20,50;31,44;29,06;17,86;12,21;15,12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100,400;12,67;27,97;24,27;13,02;10,16;8,84
100,450;20,50;31,44;29,06;17,86;12,21;15,09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100,450;12,67;27,98;24,27;13,02;10,15;8,83
