t;P_W
0.0;7.0
0.9861707779886149;7.0
1.9723415559772297;7.0
2.9585123339658446;6.740576923076923
3.9446831119544594;6.4811538461538465
4.930853889943075;6.221730769230769
5.917024667931689;5.962307692307692
6.903195445920304;5.702884615384615
7.889366223908919;5.443461538461539
8.875537001897534;5.184038461538462
9.86170777988615;4.924615384615384
10.847878557874765;4.665192307692308
11.834049335863378;4.405769230769231
12.820220113851994;4.146346153846154
13.806390891840609;3.886923076923077
14.792561669829224;3.6275
15.778732447817838;3.368076923076923
16.764903225806453;3.108653846153846
17.75107400379507;2.8492307692307692
18.737244781783684;2.5898076923076925
19.7234155597723;2.3303846153846157
20.709586337760914;2.070961538461538
21.69575711574953;1.8115384615384613
22.68192789373814;1.5521153846153846
23.668098671726757;1.2926923076923078
24.654269449715372;1.033269230769231
25.640440227703987;0.7738461538461543
26.626611005692602;0.5144230769230766
27.612781783681218;0.255
28.598952561669833;0.055
29.58512333965845;0.077
30.571294117647064;0.0635
31.557464895635675;0.05
32.543635673624294;0.30999999999999994
33.529806451612906;0.57
34.515977229601525;0.6133333333333333
35.50214800759014;0.6566666666666666
36.48831878557875;0.7
37.47448956356737;0.3
38.46066034155598;0.3
39.4468311195446;0.5
40.43300189753321;0.5
41.41917267552183;0.5
42.40534345351044;0.5
43.39151423149906;0.35
44.37768500948767;0.2
45.36385578747628;0.125
46.3500265654649;0.05
47.33619734345351;0.05500000000000001
48.32236812144213;0.060000000000000005
49.308538899430744;0.065
50.29470967741936;0.07
51.280880455407974;0.032
52.26705123339659;0.022
53.253222011385205;0.01
54.23939278937382;0.002
55.225563567362435;0.077
56.21173434535105;0.0635
57.197905123339666;0.05
58.18407590132828;0.042
59.1702466793169;0.034
60.15641745730551;0.026000000000000002
61.14258823529413;0.018000000000000002
62.12875901328274;0.01
63.11492979127135;0.01
64.10110056925997;0.01
65.08727134724859;0.03233333333333333
66.0734421252372;0.05466666666666667
67.05961290322581;0.077
68.04578368121443;0.022
69.03195445920305;0.016
70.01812523719165;0.01
71.00429601518027;0.0085
71.99046679316889;0.007
72.9766375711575;0.007
73.96280834914612;0.2585
74.94897912713473;0.51
75.93514990512335;0.8175
76.92132068311196;1.125
77.90749146110058;1.4325
78.8936622390892;1.74
79.8798330170778;1.6322222222222222
80.86600379506642;1.5244444444444445
81.85217457305504;1.4166666666666665
82.83834535104366;1.3088888888888888
83.82451612903226;1.201111111111111
84.81068690702088;1.0933333333333333
85.7968576850095;0.9855555555555555
86.78302846299812;0.8777777777777778
87.76919924098672;0.77
88.75537001897534;0.7583333333333333
89.74154079696396;0.7466666666666667
90.72771157495256;0.735
91.71388235294118;0.7233333333333333
92.7000531309298;0.7116666666666667
93.68622390891842;0.7
94.67239468690703;0.6692307692307692
95.65856546489564;0.6384615384615384
96.64473624288426;0.6076923076923076
97.63090702087287;0.5769230769230769
98.61707779886149;0.5461538461538461
99.6032485768501;0.5153846153846153
100.58941935483872;0.48461538461538456
101.57559013282733;0.4538461538461538
102.56176091081595;0.4230769230769231
103.54793168880457;0.3923076923076923
104.53410246679319;0.36153846153846153
105.52027324478179;0.33076923076923076
106.50644402277041;0.3
107.49261480075903;0.07
108.47878557874763;0.07
109.46495635673625;0.07
